image_path,room_type,style
../data/raw\bedroom\industrial\bedroom_industrial_198.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_199.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_2.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_20.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_200.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_201.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_202.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_21.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_22.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_23.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_24.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_25.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_26.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_27.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_28.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_29.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_3.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_30.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_31.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_32.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_33.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_34.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_35.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_36.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_37.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_38.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_39.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_4.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_40.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_41.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_42.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_43.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_44.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_45.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_46.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_47.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_48.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_49.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_5.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_50.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_51.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_52.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_53.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_54.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_55.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_56.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_57.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_58.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_59.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_6.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_60.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_61.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_62.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_63.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_64.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_65.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_66.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_67.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_68.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_69.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_7.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_70.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_71.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_72.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_73.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_74.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_75.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_76.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_77.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_78.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_79.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_8.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_80.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_81.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_82.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_83.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_84.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_85.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_86.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_87.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_88.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_89.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_9.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_90.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_91.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_92.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_93.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_94.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_95.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_96.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_97.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_98.jpg,bedroom,industrial
../data/raw\bedroom\industrial\bedroom_industrial_99.jpg,bedroom,industrial
../data/raw\bedroom\minimalist\bedroom_minimalist_0.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_1.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_10.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_100.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_101.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_102.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_103.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_104.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_105.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_106.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_107.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_108.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_109.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_11.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_110.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_111.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_112.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_113.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_114.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_115.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_116.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_117.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_118.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_119.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_12.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_120.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_121.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_122.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_123.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_124.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_125.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_126.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_127.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_128.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_129.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_13.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_130.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_131.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_132.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_133.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_134.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_135.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_136.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_137.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_138.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_139.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_14.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_140.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_141.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_142.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_143.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_144.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_145.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_146.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_147.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_148.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_149.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_15.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_150.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_151.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_152.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_153.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_154.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_155.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_156.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_157.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_158.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_159.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_16.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_160.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_161.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_162.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_163.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_164.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_165.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_166.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_167.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_168.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_169.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_17.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_170.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_171.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_172.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_173.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_174.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_175.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_176.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_177.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_178.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_179.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_18.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_180.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_181.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_182.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_183.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_19.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_2.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_20.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_21.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_22.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_23.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_24.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_25.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_26.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_27.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_28.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_29.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_3.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_30.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_31.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_32.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_33.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_34.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_35.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_36.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_37.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_38.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_39.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_4.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_40.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_41.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_42.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_43.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_44.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_45.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_46.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_47.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_48.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_49.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_5.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_50.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_51.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_52.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_53.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_54.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_55.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_56.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_57.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_58.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_59.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_6.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_60.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_61.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_62.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_63.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_64.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_65.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_66.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_67.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_68.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_69.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_7.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_70.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_71.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_72.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_73.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_74.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_75.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_76.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_77.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_78.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_79.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_8.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_80.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_81.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_82.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_83.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_84.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_85.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_86.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_87.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_88.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_89.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_9.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_90.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_91.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_92.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_93.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_94.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_95.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_96.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_97.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_98.jpg,bedroom,minimalist
../data/raw\bedroom\minimalist\bedroom_minimalist_99.jpg,bedroom,minimalist
../data/raw\bedroom\modern\bedroom_modern_0.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_1.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_10.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_100.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_101.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_102.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_103.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_104.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_105.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_106.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_107.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_108.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_109.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_11.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_110.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_111.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_112.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_113.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_114.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_115.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_116.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_117.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_118.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_119.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_12.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_120.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_121.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_122.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_123.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_124.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_125.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_126.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_127.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_128.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_129.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_13.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_130.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_131.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_132.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_133.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_134.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_135.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_136.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_137.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_138.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_139.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_14.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_140.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_141.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_142.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_143.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_144.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_145.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_146.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_147.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_148.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_149.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_15.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_150.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_151.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_152.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_153.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_154.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_155.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_156.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_157.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_158.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_159.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_16.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_160.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_161.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_162.jpg,bedroom,modern
../data/raw\bedroom\modern\bedroom_modern_163.jpg,bedroom,modern
